"","fixedsizearray","dynamicsizearray","fixedsizearray","dynamicsizearray"
"","one-dimensionalarray","multi-dimensionalarray","one-dimensionalarray","multi-dimensionalarray"
"Ada","array(<first>..<last>)of<type>orarray(<discrete_type>)of<type>","array(<first1>..<last1>,<first2>..<last2>,...)of<type>orarray(<discrete_type1>,<discrete_type2>,...)of<type>","array(<discrete_type>range<>)of<type>","array(<discrete_type1>range<>,<discrete_type2>range<>,...)of<type>"
"ALGOL68","[first:last]«modename»orsimply:[size]«modename»","[first1:last1,first2:last2]«modename»or[first1:last1][first2:last2]«modename»etc.","flex[first:last]«modename»orsimply:flex[size]«modename»","flex[first1:last1,first2:last2]«modename»orflex[first1:last1]flex[first2:last2]«modename»etc."
"C(C99)","typename[size]","typename[size1][size2]","type*nameorwithinablock:intn=...;typename[n]",""
"C++(STL)","«std::»array<type,size>(C++11)","","«std::»vector<type>","«std::»vector<type>"
"C#","type[]","type[,,...]","System.Collections.ArrayListorSystem.Collections.Generic.List<type>",""
"Java","type[]","type[][]...","ArrayListorArrayList<type>",""
"D","type[size]","type[size1][size2]","type[]",""
"Go","[size]type","[size1][size2]...type","[]type","[][]type"
"Rust","[type;size]","[[type;size1];size2]","Vec<type>","Vec<Vec<type>>"
"Swift","","","[type]orArray<type>","[[type]]orArray<Array<type>>"
"Objective-C","NSArray","","NSMutableArray",""
"JavaScript","N/A","N/A","Array","Array"
"CommonLisp","(simple-arraytype(dimension))","(simple-arraytype(dimension1dimension2))","(arraytype(dimension))","(arraytype(dimension1dimension2))"
"Scheme","","","",""
"ISLISP","","","",""
"Pascal","array[first..last]oftype","array[first1..last1]ofarray[first2..last2]...oftypeorarray[first1..last1,first2..last2,...]oftype","N/A","N/A"
"ObjectPascal(Delphi)","array[first..last]oftype","array[first1..last1]ofarray[first2..last2]...oftypeorarray[first1..last1,first2..last2,...]oftype","arrayoftype","arrayofarray...oftype"
"VisualBasic","Dimx(last)Astype","Dimx(last1,last2,...)Astype","",""
"VisualBasic.NET","type()","type(,,...)","System.Collections.ArrayListorSystem.Collections.Generic.List(Oftype)",""
"Python","","","list",""
"S-Lang","x=type[size];","x=type[size1,size2,...];","",""
"Fortran","type::name(size)","type::name(size1,size2,...)","type,ALLOCATABLE::name(:)","type,ALLOCATABLE::name(:,:,...)"
"PHP","","","array",""
"Perl","","","",""
"Raku","","","Array[type]orArrayoftype",""
"Ruby","","x=Array.new(size1){Array.new(size2)}","Array",""
"Scala","Array[type]","Array[...[Array[type]]...]","ArrayBuffer[type]",""
"Seed7","arraytypeorarray[idxType]type","arrayarraytypeorarray[idxType]array[idxType]type","arraytypeorarray[idxType]type","arrayarraytypeorarray[idxType]array[idxType]type"
"Smalltalk","Array","","OrderedCollection",""
"WindowsPowerShell","type[]","type[,,...]","",""
"OCaml","typearray","typearray...array","",""
"F#","type[]ortypearray","type[,,...]","System.Collections.ArrayListorSystem.Collections.Generic.List<type>",""
"StandardML","typevectorortypearray","","",""
"Haskell(GHC)","x=Array.array(0,size-1)list_of_association_pairs","x=Array.array((0,0,...),(size1-1,size2-1,...))list_of_association_pairs","",""
"COBOL","level-numbertypeOCCURSsize«TIMES».","one-dimensionalarraydefinition...","level-numbertypeOCCURSmin-sizeTOmax-size«TIMES»DEPENDING«ON»size.","N/A"
