"Name","Developer/Publisher","Currentversion","Initialreleasedate","Latestreleasedate","License","Cost","Website/documentation"
"AcronisOSSelector","AcronisInternationalGmbH","?","?","?","Proprietary","$49.95(personaluse)$79.99(commercial,perseat)$299.99(server)","Officialwebsite"
"AiR-BOOT","MartinKiewitzBenRietbroek","?","?","?","GPL-3.0-or-later","Nocost","Officialwebsite"
"AKernelLoader","?","?","?","?","GPL-2.0-or-later","Nocost","Officialwebsite"
"Barebox","SaschaHauerthebareboxcommunity","?","?","?","GPL-2.0-only","Nocost","Officialwebsite"
"BOOTBOOT","bzt","?","2017","Aug,2021","MIT","Nocost","SourcerepositoryOfficialwebsite"
"BootItBareMetal(formerlyBootItNextGeneration)","TeraByteUnlimited","?","?","?","Proprietary","$39.95","Officialwebsite"
"BootKey","?","?","?","?","Proprietary","?","?"
"BootManager","?","?","?","?","MIT","Nocost","?"
"BootX(Apple)","AppleInc.","?","?","?","Proprietary","bundledwithmacOS","?"
"BootX(Linux)","BenjaminHerrenschmidt","?","?","?","Proprietary","Nocost","?"
"Clover(forkofrEFIt)","?","?","?","?","GPLv2/BSD-2-Clause","Nocost","Sourcerepository"
"DarwinBootLoader","AppleInc.","?","?","?","APSL-2.0","Nocost","OfficialWebsite(Archived)"
"DasU-Boot","DENXSoftwareEngineering","2021.4","","5April2021","GPL-2.0-or-later","Nocost","Officialwebsite"
"FreeBSDloader","FreeBSD","","","","BSDlicense","Nocost",""
"GAG","RasterSoftware","4.10","?","10August2008","GPL-2.0-or-later","Nocost","Officialwebsite"
"GRUBLegacy","GNUProject","","","","GPL-2.0-or-later","Nocost",""
"GNUGRUB","GNUProject","2.06","","8June2021(8June2021)","GPL-3.0-or-later","Nocost","Officialwebsite"
"Grub2Win","","","","","GPLv3","",""
"GRUB4DOS","","","","","GPL-2.0-only","","Officialwebsite"
"Gujin","","","","","GPL-2.0-only","","Officialwebsite"
"systemd-boot/Gummiboot","","","","","LGPL-2.1-or-later","",""
"iBoot","Apple.Inc","","","","Proprietary","",""
"LILO","","","","","BSD-3-Clause","",""
"Limine","mintsuki","2.73","6April2020","15December2021","BSD-2-Clause","Nocost","Officialwebsite"
"loadlin","","","","","GPL-2.0-or-later","",""
"MasterBooter","","","","","GPL-2.0-only","Nocost","Sourcerepository"
"NTLDR","Microsoft","","27July1993(WindowsNT3.1)","","Proprietary","bundledwithWindows",""
"OpenCore","Acidanthera","","4May2019","","BSD-3-Clause","Nocost","Sourcerepository"
"OSL2000BootManager","","","","","Proprietary","",""
"PLoPBootManager","","","","","Proprietary","Nocost","Officialwebsite"
"RedBoot","","","","","GPL-2.0-or-later(eCoslicense)","",""
"rEFInd(forkofrEFIt)","","","","","GPL-3.0-or-later/BSD-3-Clause","",""
"rEFIt","","","","","GPL-2.0-or-later/BSD-3-Clause","",""
"SmartBootManager","","","","","GPL-2.0-or-later","",""
"SPFdisk","","","","","GPL-2.0-or-later","",""
"SYSLINUX","","","","","GPL-2.0-or-later","",""
"TianoCoreEDKII","","","","","BSD-2-Clause","",""
"WindowsBootManager","Microsoft","","30January2007(WindowsVista)","","Proprietary","bundledwithWindows",""
"XOSL","","","","","GPL-2.0-only","",""
"FreeLoader(ReactOSBootLoader)","","","","","GPL-2.0-or-later","Nocost","Documentation"
"wolfBoot","wolfSSL","v1.10","12/04/2018","01/10/2022","GPL-2.0-or-laterandCommercialLicensing","Nocost","Officialwebsite"
"Name","Developer/Publisher","Currentversion","Initialreleasedate","Latestreleasedate","License","Cost","Website/documentation"
