"Software","Type","Version","Operatingsystems","Developer","License","FDAcleared","SupportedDevices","UnderActiveDevelopment","~PriceBracket"
"BetterFly","Neurofeedback","Clinic2.0;Home2.0","Windows","BetterFlyNeurofeedback","Proprietary","Classificationbydevice","GENIUS,U-WIZ"
"BioEra","Biofeedback:visualdesigner","2.0","Windows,Android","PROATECHLLC","Proprietary","No(butbasisofCygnetandothers)","PocketNeurobics,BrainQuiry,NeuroAmp,NeurobitOptima,NeurobitOptima+,Brainmaster,QDS"
"BioExplorer","Neurofeedback","1.5","Windows","Cyberevolution,LarryJanow","Proprietary","No""Intendedforpersonaluse...""","Brainmaster,BrainQuiry,NeuroAmp,NeurobitOptima,NeurobitOptima+,J&J,NeuroSky,PocketNeurobics,QDS,TelediagnosticSystems"
"BioGraphInfiniti","Neurofeedback/Biofeedback","6.1.0","Windows","ThoughtTechnologyLtd,Dr.HalMyers","Proprietary","Yes","ThoughtTechnology"
"BioTrace+","Neurofeedback,Biofeedback,QEEG","2015","Windows","MindMediaB.V.","Proprietary","MedicalclassII","NeXusbyMindMedia4,10(MKII),32"
"Brainathalon","Game","?","Java","AmyPalke","Opensource","No",""
"BrainBay","Neurofeedback:MIDI,particledisplay","?","Windows","ChrisVeiglandJeremyWilkerson","GPL","No","NeurobitOptima,NeurobitOptima+andmore"
"BrainFeedbackPro","Neurofeedback","v12","Windows","DeymedDiagnostic","Proprietary","Yes","Deymed"
"BrainMaster","Neurofeedback,Biofeedback,andQEEG;optionallivez-scores(ANIorBrainDX),LivesLORETAProjector.","variousincludingBrainAvatar.Third-partySWincludes:NeuroGuide,BioExplorer,BioERA,BrainPaint,SKIL,LENS,EEGer,BrainTrain,OpenVibe,EEGStudio","Windows","BrainMasterTechnologies,Inc.ThomasF.Collura","Proprietary;includesoptionalno-costApplicationProgrammingInterfaces(API)","FDA510(k)clearance,ISO13485certification,andCEmarkinginEurope","Brainmaster2E,2EW,2EB,Atlantis,Discovery,MINI-Q"
"BrainPaint","EvidenceBasedNeurofeedback,withavalidatedandreplicatedsymptombasedevaluationtool.","2.0IncludesBrainPrint,AlphaTheta,Brain-HeartCoherence,CouplesSynchrony,Nonlinear,SlowCorticalPotential,Coherencetrainingandallotherfrequencyrewardsandinhibits.","N/A","BrainPaint,Inc.WilliamC.Scott","Proprietary","FDA510(k)clearance,ISO13485certification,andCEmarkinginEurope","Brainmaster2E,2EW,2EB,Atlantis,Discovery"
