"HanyuPinyin","Bopomofo","Tong-yong","Wade-Giles","MPSII","Yale","EFEO","Lessing-Othmer","GwoyeuRomatzyh","GwoyeuRomatzyh","GwoyeuRomatzyh","GwoyeuRomatzyh","IPA","Note"
"HanyuPinyin","Bopomofo","Tong-yong","Wade-Giles","MPSII","Yale","EFEO","Lessing-Othmer","Tone1","IPA","Note","Tone2","Tone3","Tone4"
"a","ㄚ","a","a","a","a","a","a","a","ar","aa","ah","a",""
"ai","ㄞ","ai","ai","ai","ai","ngai","ai","ai","air","ae","ay","ai",""
"an","ㄢ","an","an","an","an","ngan","an","an","arn","aan","ann","an",""
"ang","ㄤ","ang","ang","ang","ang","ngang","ang","ang","arng","aang","anq","aŋ",""
"ao","ㄠ","ao","ao","au","au","ngao","au","au","aur","ao","aw","au",""
"ba","ㄅㄚ","ba","pa","ba","ba","pa","ba","ba","bar","baa","bah","pa",""
"bai","ㄅㄞ","bai","pai","bai","bai","pai","bai","bai","bair","bae","bay","pai",""
"ban","ㄅㄢ","ban","pan","ban","ban","pan","ban","ban","barn","baan","bann","pan",""
"bang","ㄅㄤ","bang","pang","bang","bang","pang","bang","bang","barng","baang","banq","paŋ",""
"bao","ㄅㄠ","bao","pao","bau","bau","pao","bau","bau","baur","bao","baw","pau",""
"bei","ㄅㄟ","bei","pei","bei","bei","pei","be","bei","beir","beei","bey","pei",""
"ben","ㄅㄣ","ben","pên","ben","ben","pen","bën","ben","bern","been","benn","pən",""
"beng","ㄅㄥ","beng","pêng","beng","beng","peng","bëng","beng","berng","beeng","benq","pəŋ",""
"bi","ㄅㄧ","bi","pi","bi","bi","pi","bi","bi","byi","bii","bih","pi",""
"bian","ㄅㄧㄢ","bian","pien","bian","byan","pien","biän","bian","byan","bean","biann","piɛn",""
"biao","ㄅㄧㄠ","biao","piao","biau","byau","piao","biau","biau","byau","beau","biaw","piau",""
"bie","ㄅㄧㄝ","bie","pieh","bie","bye","pie","biä","bie","bye","biee","bieh","pie",""
"bin","ㄅㄧㄣ","bin","pin","bin","bin","pin","bin","bin","byn","biin","binn","pin",""
"bing","ㄅㄧㄥ","bing","ping","bing","bing","ping","bing","bing","byng","biing","binq","piŋ",""
"bo","ㄅㄛ","bo","po","bo","bwo","po","bo","bo","bor","boo","boh","puo",""
"bu","ㄅㄨ","bu","pu","bu","bu","pou","bu","bu","bwu","buu","buh","pu",""
"ca","ㄘㄚ","ca","tsʻa","tsa","tsa","ts'a","tsa","tsa","tsar","tsaa","tsah","tsʰa",""
"cai","ㄘㄞ","cai","tsʻai","tsai","tsai","ts'ai","tsai","tsai","tsair","tsae","tsay","tsʰai",""
"can","ㄘㄢ","can","tsʻan","tsan","tsan","ts'an","tsan","tsan","tsarn","tsaan","tsann","tsʰan",""
"cang","ㄘㄤ","cang","tsʻang","tsang","tsang","ts'ang","tsang","tsang","tsarng","tsaang","tsanq","tsʰaŋ",""
"cao","ㄘㄠ","cao","tsʻao","tsau","tsau","ts'ao","tsau","tsau","tsaur","tsao","tsaw","tsʰau",""
"ce","ㄘㄜ","ce","tsʻê","tse","tse","ts'ö","tsö","tse","tser","tsee","tseh","tsʰɤ",""
"cen","ㄘㄣ","cen","tsʻên","tsen","tsen","ts'en","tsën","tsen","tsern","tseen","tsenn","tsʰən",""
"ceng","ㄘㄥ","ceng","tsʻêng","tseng","tseng","ts'eng","tsëng","tseng","tserng","tseeng","tsenq","tsʰəŋ",""
"cha","ㄔㄚ","cha","chʻa","cha","cha","tch'a","tscha","cha","char","chaa","chah","ʈʂʰa",""
"chai","ㄔㄞ","chai","chʻai","chai","chai","tch'ai","tschai","chai","chair","chae","chay","ʈʂʰai",""
"chan","ㄔㄢ","chan","chʻan","chan","chan","tch'an","tschan","chan","charn","chaan","chann","ʈʂʰan",""
"chang","ㄔㄤ","chang","chʻang","chang","chang","tch'ang","tschang","chang","charng","chaang","chanq","ʈʂʰaŋ",""
"chao","ㄔㄠ","chao","chʻao","chau","chau","tch'ao","tschau","chau","chaur","chao","chaw","ʈʂʰau",""
"che","ㄔㄜ","che","chʻê","che","che","tch'ö","tschö","che","cher","chee","cheh","ʈʂʰɤ",""
"chen","ㄔㄣ","chen","chʻên","chen","chen","tch'en","tschën","chen","chern","cheen","chenn","ʈʂʰən",""
"cheng","ㄔㄥ","cheng","chʻêng","cheng","cheng","tch'eng","tschëng","cheng","cherng","cheeng","chenq","ʈʂʰəŋ",""
