"","Typesystem","Integer","Floatingpoint","Decimal","String","Binary","Date/Time","Boolean","Other"
"4thDimension","Static","UUID(16-bit),SMALLINT(16-bit),INT(32-bit),BIGINT(64-bit),NUMERIC(64-bit)","REAL,FLOAT","REAL,FLOAT","CLOB,TEXT,VARCHAR","BIT,BITVARYING,BLOB","DURATION,INTERVAL,TIMESTAMP","BOOLEAN","PICTURE"
"Altibase","Static","SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","REAL(32-bit),DOUBLE(64-bit)","DECIMAL,NUMERIC,NUMBER,FLOAT","CHAR,VARCHAR,NCHAR,NVARCHAR,CLOB","BLOB,BYTE,NIBBLE,BIT,VARBIT","DATE","","GEOMETRY"
"ClustrixDB","Static","TINYINT(8-bit),SMALLINT(16-bit),MEDIUMINT(24-bit),INT(32-bit),BIGINT(64-bit)","FLOAT(32-bit),DOUBLE","DECIMAL","CHAR,BINARY,VARCHAR,VARBINARY,TEXT,TINYTEXT,MEDIUMTEXT,LONGTEXT","TINYBLOB,BLOB,MEDIUMBLOB,LONGBLOB","DATETIME,DATE,TIMESTAMP,YEAR","BIT(1),BOOLEAN","ENUM,SET,"
"CUBRID","Static","SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","FLOAT,REAL(32-bit),DOUBLE(64-bit)","DECIMAL,NUMERIC","CHAR,VARCHAR,NCHAR,NVARCHAR,CLOB","BLOB","DATE,DATETIME,TIME,TIMESTAMP","BIT","MONETARY,BITVARYING,SET,MULTISET,SEQUENCE,ENUM"
"DB2","?","SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","DECFLOAT,REAL,DOUBLE","DECIMAL","CLOB,CHAR,VARCHAR","BINARY,VARBINARY,BLOB","DATE,TIME,TIMESTAMPWITHTIMEZONE,TIMESTAMPWITHOUTTIMEZONE","BOOLEAN","XML,GRAPHIC,VARGRAPHIC,DBCLOB,ROWID"
"EmpressEmbeddedDatabase","Static","TINYINT,SQL_TINYINT,orINTEGER8;SMALLINT,SQL_SMALLINT,orINTEGER16;INTEGER,INT,SQL_INTEGER,orINTEGER32;BIGINT,SQL_BIGINT,orINTEGER64","REAL,SQL_REAL,orFLOAT32;DOUBLEPRECISION,SQL_DOUBLE,orFLOAT64;FLOAT,orSQL_FLOAT;EFLOAT","DECIMAL,DEC,NUMERIC,SQL_DECIMAL,orSQL_NUMERIC;DOLLAR","CHARACTER,ECHARACTER,CHARACTERVARYING,NATIONALCHARACTER,NATIONALCHARACTERVARYING,NLSCHARACTER,CHARACTERLARGEOBJECT,TEXT,NATIONALCHARACTERLARGEOBJECT,NLSTEXT","BINARYLARGEOBJECTorBLOB;BULK","DATE,EDATE,TIME,ETIME,EPOCH_TIME,TIMESTAMP,MICROTIMESTAMP","BOOLEAN","SEQUENCE32,SEQUENCE"
"EXASolution","Static","TINYINT,SMALLINT,INTEGER,BIGINT,","REAL,FLOAT,DOUBLE","DECIMAL,DEC,NUMERIC,NUMBER","CHAR,NCHAR,VARCHAR,VARCHAR2,NVARCHAR,NVARCHAR2,CLOB,NCLOB","N/A","DATE,TIMESTAMP,INTERVAL","BOOLEAN,BOOL","GEOMETRY"
"FileMaker","Static","NotSupported","NotSupported","NUMBER","TEXT","CONTAINER","TIMESTAMP","NotSupported",""
"Firebird","?","INT64,INTEGER,SMALLINT","DOUBLE,FLOAT","DECIMAL,NUMERIC,DECIMAL(18,4),DECIMAL(10,4)","BLOB,CHAR,CHAR(x)CHARACTERSETUNICODE_FSS,VARCHAR(x)CHARACTERSETUNICODE_FSS,VARCHAR","BLOBSUB_TYPETEXT,BLOB","DATE,TIME,TIMESTAMP(withouttimezone)","BOOLEAN","TIMESTAMP,CHAR(38),Userdefinedtypes(Domains)"
"","Typesystem","Integer","Floatingpoint","Decimal","String","Binary","Date/Time","Boolean","Other"
