"Name","License","Kerneltype","Kernelprogramminglanguage","Kernelthreadsupport","OSfamily","Oldestnon-EOLversion","Forks"
"Linux","GPLversion2only","Monolithicwithmodules","C","1:1","Unix-like","4.4","elks"
"FreeBSD","BSD;GPL,LGPLsoftwareusuallyincluded","Monolithicwithmodules","C","1:1","BSD,Unix-like","11","DragonFlyBSD"
"OpenBSD","BSD","Monolithic","C","1:1","BSD,Unix-like","6.4","MirOS"
"NetBSD","BSD","Monolithicwithmodules","C","1:1","BSD,Unix-like","7.0","OpenBSD"
"DragonFlyBSD","BSD","Hybrid","C","1:1","BSD,Unix-like","No",""
"OpenSolaris,illumos","CDDL","Monolithicwithmodules","C","1:1,M:N","Unix","No",""
"Darwin,OpenDarwin","APSL","Hybrid","C,C++","1:1","BSD,Unix,Unix-like,OSX","No",""
"MINIX","BSD","Microkernel","C","","Unix-like","No",""
"RedoxOS","MIT","Microkernel","Rust","","Unix-like","No",""
"FreeRTOS","MIT","RTOS","C","","RTOS","No",""
"FreeDOS","GPL","Monolithic","C","","DOS","1.1",""
"Genode","AGPL","Microkernel","C++","1:1","Genode","",""
"Haiku","MIT","Hybrid","C,C++","","BeOS","No","TiltOS"
"House","BSD","","Haskell","","own/original","No",""
"KolibriOS","GPL","Monolithic","ASM","","MenuetOS","No",""
"MenuetOS","Menuet64,commerceexcluded","Monolithic","ASM","","own/original","No","KolibriOS"
"GNU","GPL","MultiserverMicrokernel(Hurdkernel)orMonolithic(Linux-librekernel,forkofLinuxkernel,andotherkernelswhicharenotpartoftheGNUProject)","C","1:1","Unix-like","2.4onLinux-librekernel(notonHurdkernel)","Linux"
"ReactOS","GPL,LGPL","Hybrid","C,C++","","Windows-like","No",""
"RISCOS","Apache2.0","Monolithic(withco-operativemultitaslking)","ARMassembly","","RISCOS","No","RISCOS6"
"L4,Fiasco,Pistachio","SomeGPL,someBSD","Microkernel","C++","","L4","No",""
"Plan9","MIT","Hybrid","C","1:1,1:MCothreadstyle.","own,Unixinformed","No","Inferno,PlanB"
"AROS","APL","Exokernel","C","","AmigaOS","No",""
"Syllable","GPL","Monolithicwithmodules","C,C++","1:1","Unix-like,BeOS,AmigaOS,POSIX","No",""
"Inferno","GPL,LGPL;MIT","","C","","Plan9","No","OzInferno"
"NuttX","BSD","RTOS","C","","RTOS","No",""
"eCos","modifiedGPL,eCos","RTOS","C,C++","","RTOS","No",""
"RTEMS","modifiedGPL,BSD,Stanford","RTOS","CandASMwithnativesupportforotherlanguagesincludingC++andAda","POSIX,RTEID/ORKID,uITRON","RTOS","4.7.1",""
"HelenOS","BSD","Microkernel","C","M:N","own/original","No",""
"E/OS","GPLv2","Monolithic","ASM,C","1:1","BeOS,Unix-like","No",""
"TempleOS","publicdomain","Monolithic","HolyC,C,C++","","Commodore64-like","No",""
"Name","License","Kerneltype","Kernelprogramminglanguage","Kernelthreadsupport","OSfamily","Oldestnon-EOLversion","Forks"
