"Tool","Creator","TargetBusinessSize","License","SupportedDatabasePlatforms","SupportedOSs","Standaloneorbundledintoalargertoolkit","LaunchDate"
"Astah","ChangeVision","Enterprises","Proprietary","MySQL,Oracle,","Windows,macOS,Linux","Standalone","2006"
"DatabaseWorkbench","UpsceneProductions","SMBsandenterprises","Proprietary","MSSQLServer,MySQL,Oracle,Firebird,InterBase,SQLAnywhere,NexusDB,MariaDB","Windows,LinuxandFreeBSD(boththroughWine)","Standalone","2001"
"EnterpriseArchitect","SparxSystems","SMBsandenterprises","Proprietary","IBMDB2,Firebird,InterBase,Informix,Ingres,Access,MSSQLServer,MySQL,SQLite,Oracle,PostgreSQL,Sybase","Windows,Linux(Wine),macOS(viaCrossOver)","Datamodelingissupportedaspartofacompletemodelingplatform.","2000"
"ER/Studio","Embarcadero(acquiredbyIDERA)","SMBsandenterprises","Proprietary","Access,Snowflake,MicrosoftAzureIBMDB2,Informix,HitachiHiRDB,Firebird,Interbase,MySQL,MSSQLServer,Netezza,Oracle,PostgreSQL,Sybase,Teradata,VisualFoxproandothersviaODBC/ANSISQL","Windows","Standalone","1998"
"ErwinDataModeler","LogicWorks(nowQuest)","SMBsandenterprises","Proprietary","Access,IBMDB2,Informix,MySQL,MSSQLServer,Netezza,Oracle,PostgreSQL,Sybase,andothersviaODBC/ANSISQL","Windows","Standalone","1998"
"MagicDraw","NoMagic","Enterprises,SMBs,personal","Proprietary","MSSQLServer,Oracle,MySQL,PostgreSQL,IBMDB2","Windows,Linux,macOS","Standalone","1995"
"SQLServerManagementStudio","Microsoft","Unknown","Proprietary","MSSQLServer","Windows","Standalone","2005"
"ModelRight","ModelRight","Enterprises,SMBs,personal","Proprietary","Access,MSSQLServer,Oracle,MySQL,PostgreSQL,IBMDB2","Windows","Standalone","2005"
"MySQLWorkbench","MySQL(AnOracleCompany)","SMBs-personal","ProprietaryorGPL","MySQL","Linux,Windows,macOS","Standalone","2006"
"NavicatDataModeler","PremiumSoft","SMBsandenterprises","Proprietary","MySQL,MSSQLServer,PostgreSQL,Oracle,SQLite","Windows,macOS,Linux","Standalone","2012"
"NORMAObject-RoleModeling","TerryHalpin","SMBsandenterprises","CPL","MySQL,MSSQLServer,PostgreSQL,Oracle,DB2","Windows","VisualStudioExtension","2005"
"OpenModelSphere","Grandite","Enterprises-SMBs-personal","GNUGPL3","MSSQLServer,MySQL,PostgreSQL,Oracle,DB2","Windows,macOS,Linux","StandalonewithData,UML,andprocessmodeling","2008"
"OracleSQLDeveloperDataModeler","Oracle","Enterprises","Proprietary","Oracle,MSSQLServer,IBMDB2","Cross-platform","Standalone","2009"
"PowerDesigner","SAP","SMBsandenterprises","Proprietary","Access,Greenplum,ApacheHive,HPNeoview,IBMDB2,Informix,Ingres,Interbase,MySQL,Netezza,NonStopSQL,Oracle,PostgreSQL,RedBrickWarehouse,SAPbusinessSuite,SAPHana,SAPAdaptiveServerEnterprise,SAPIQ,SAPSQLAnywhere,MSSQLServer,Teradata","Windows","Standalone","1989"
"SoftwareIdeasModeler","DusanRodina","Enterprises,SMBs,personal","Proprietary","MSSQLServer,MySQL","Windows","Standalone","2009"
"SQLyog","Webyog,Inc.","Enterprises,SMBs,personal","Proprietary","MySQL,MariaDB","WindowsandLinux(usingWine)","Standalone","2001"
"ToadDataModeler","QuestSoftware","SMBsandenterprises","Proprietary","Access,IBMDB2,Informix,MySQL,MariaDB,PostgreSQL,MSSQLServer,SQLite,Oracle","Windows","Standalone","2005(beforethisdateknownasCaseStudio)"
"Tool","Creator","TargetBusinessSize","License","SupportedDatabasePlatforms","SupportedOSs","Standaloneorbundledintoalargertoolkit","LaunchDate"
