"Name","Creator","Inputformat","Languages(alphabetorder)","OSsupport","Firstpublicreleasedate","Lateststableversion","Softwarelicense"
"COBOLDoc","BrunoPachecoLopesdaSilva","Text","COBOL","Any","2020/08/01","1.0.11","GPL"
"Ddoc","WalterBright","Text","D","Windows,OSX,LinuxandBSD","2005/09/19","DMD2.078.3","Boost"
"Document!X","Innovasys","Text,Binary","C++/CLIonly,C#,IDL,Java,VB,VBScript,PL/SQL","Windowsonly","1998","2014.1","Proprietary"
"Doxygen","DimitrivanHeesch","Text","C/C++,C#,D,IDL,Fortran,Java,PHP,Python","Any","1997/10/26","1.9.1","GPL"
"Epydoc","EdwardLoper","Text","Python","Any","2002/01/—","3.0(2008)","MIT"
"fpdoc(FreePascalDocumentationGenerator)","SebastianGuenther","Text","Pascal","","2005?","2.6.4","GPL"
"Haddock","SimonMarlow","Text","Haskell","Any","2002","2.15.0(2014)","BSD"
"HeaderDoc","AppleInc.","Text","AppleScript,Bash,Csh,C,C++,Delphi,IDL,Java,JavaScript,MIG,Pascal,Perl,PHP,Python,Ruby,Tcl","AnyUnix-like","2000/09/—","8.9.28(2013)","APSL"
"Imagix4D","ImagixCorp.","Text","C,C++,Java","Windows,Linux,Unix","1995","7.3","Proprietary"
"Javadoc","SunMicrosystems","Text","Java","Any","1995","1.6","GPL"
"ScalaDoc","LAMP,EPFL","Text","Scala","Any","2011","1.0","ScalaLicense"
"JSDoc","MichaelMathews","Text","JavaScript","Any","2001/07/—","1.10.2","GPL"
"JsDocToolkit","MichaelMathews","Text","JavaScript","Any","2007?","2.0.0","MIT"
"mkd","Jean-PaulLouyot","Text","Anywithcomments","Unix,Linux,Windows","1989","2015","EUPLGPL"
"NaturalDocs","GregValure","Text","Anywithcomments","Any","2003/05/26","2.0.2","GPL"
"NDoc","JasonDiamond,Jean-ClaudeManoli,KralFerch","Binary","C#","Windowsonly","2003/07/27","1.3.1","GPL"
"pdoc","AndrewGallant","Text","Python","Any","2013","1.0.1(2021)","Unlicense"
"pdoc3","kernc","Text","Python","Any","2018","0.9.2(2020)","AfferoGPL"
"perldoc","LarryWall","Text","Perl","Any","1994","5.16.3","Artistic,GPL"
"phpDocumentor","JoshuaEichorn","Text","PHP","Any","2000","3.0.0","LGPLfor1.x,MITfor2+"
"pydoc","Ka-PingYee","Text","Python","Any","2000","inPythoncore","Python"
"RDoc","DaveThomas","Text","C,C++,Ruby","Any","2001/12/14","inRubycore","Ruby"
"ROBODoc","FransSlothouber","Text","Anywithcomments","Any","1995/01/19","4.99.36(2015)","GPL"
"roxygen2","HadleyWickam","Text","R","Any","2011/07/23","7.1.2.9000","MIT"
"Rustdoc","TheRustProject","Text","Rust","Any","Sep2020","1.52.1","Apache2.0orMIT"
"Sandcastle","Microsoft","Text",".NET","Windowsonly","2008/05/—","2014.5.31.0","Ms-PL"
"SandcastleHelpFileBuilder","EricWoodruff","Text",".NET","Windowsonly","2015/01/12","2021.-.-.-","Ms-PL"
"Sphinx","GeorgBrandl","Text","Ada,C,C++,Fortran,JavaScript,PHP,Python,Ruby","Any","2008/03/21","3.5.4","BSD"
"VisualExpert","Novalys","Text,Binary","C#,PL/SQL,Transact-SQL,PowerBuilder","Windowsonly","1995","2017","Proprietary"
"VSdocman","Helixoft","Text","VB,VBScript,C#","Windowsonly","2003Oct2","9.0","Proprietary"
"YARD","LorenSegal","Text","Ruby","Any","2007/02/24","0.7.3","MIT"
"Name","Creator","Inputformat","Languages(alphabetorder)","OSsupport","Firstpublicreleasedate","Lateststableversion","Softwarelicense"
