"Manager","iPodtouch/iPhoneFirmwareupto1.1.4","iPodtouch/iPhoneFW2.x","iPodtouch/iPhoneFW3.0","iPodtouch/iPhoneFW3.1","iPodtouch/iPhoneFW4.0.2","iPodtouch/iPhoneFW5.0.x"
"Amarok","Yes","No","Yes","Yes","Yes,Read-only","Yes,Read-only"
"Banshee","Yes","Yes","Yes","Yes","Yes,Read-only","Yes,Read-only"
"Clementine","Yes,limited","Yes,limited","Yes,limited","Yes,limited","No","No"
"EphPod","No","No","No","No","No","No"
"gtkpod","Yes","Yes","Yes","Yes","?","?"
"iRip","Yes","Yes","Yes","Yes","Yes","Yes,Read-only"
"iTunes","Yes","Yes","Yes","Yes","Yes","Yes"
"JRiverMediaCenter","No","No","No","No","No","No"
"MediaMonkey","Yes","Yes","Yes","Yes","Yes","Yes"
"Rhythmbox","Yes","Yes","Yes","Yes","Yes","No"
"Senuti","Yes","Yes","No","No","No","?"
"Winampnative","No","No","No","No","No","No"
"XPlay","Yes","Yes,Readonly","Yes,Readonly","Yes,Readonly","Yes,Readonly","Yes,Readonly"
"Manager","iPodtouch/iPhoneFirmwareupto1.1.4","iPodtouch/iPhoneFW2.x","iPodtouch/iPhoneFW3.0","iPodtouch/iPhoneFW3.1","iPodtouch/iPhoneFW4.0.2","iPodtouch/iPhoneFW5.0.x"
