"","Imports","Exports","Exports","Exports","Imports","Imports","Exports"
"","OpenFlight(FLT)","other3Dgamefiles","3Drendererfiles","OpenFlight(FLT)","OGRE","other3Dgamefiles","3Drendererfiles"
"3dsMax","Yes","","","Yes","No","",""
"AC3D","No","QuakeIIIBSP,QuakeII(MD2),QuakeIIIMesh(MD3),Irrlichtirrmesh,Renderware,SMF","","No","Yes","DirectXX,SecondLifeSculptedPrim,QuakeII(MD2),QuakeMap,SMF,UnrealTournament","POV-RayPOV,RenderManRIB"
"Blender","dropped","","","dropped","(blender2ogreaddon)","","POV-RayPOV"
"ElectricImageAnimationSystem","?","","","?","?","",""
"Cinema4D","?","","","?","?","",""
"Clara.io","?","DirectXX,Irrlichtirrmesh","POV-RayPOV","?","?","QuakeII(MD2),QuakeIIIMesh(MD3),Doom3(MD5)",""
"Cobalt","?","","","?","?","",""
"Houdini","?","","","?","?","",""
"IClone","?","","","?","?","",""
"Lightwave3D","?","QuakeII(MD2)","","?","?","QuakeII(MD2)",""
"MakeHuman","No","","","?","Yes","Doom3(MD5)",""
"Maya","Yes","","","Yes","No","","MentalRayMI,RenderManRIB"
"Metasequoia","No","","","No","No","DirectXX","RenderManRIB"
"Modo","?","","","?","?","",""
"Remo3D","?","DirectXX,QuakeII(MD2)","","?","",""
"Shade","?","","","?","?","DirectXX,SecondLifeSculptedPrim,BlueMars","RenderManRIB"
"Softimage","?","","","?","?","",""
"SolidEdge","?","","","?","?","",""
"SketchUpMake","?","","","?","?","",""
"SketchUpPro","?","","","?","?","dotXSI",""
"E-onVue","?","?","?","?","?","?","?"
"Wings3D","?","","","?","?","BZFlag,DirectXX,Renderware","Kerkythea,POV-RayPOV"
