"System","Creator","License","Implementationlanguage(s)","Backend","Launchdate","Refs"
"ApacheBloodhound","ApacheSoftwareFoundation","ApacheLicense","Python","MySQL,PostgreSQL,SQLite","2012",""
"AssemblaTickets","Assembla","Proprietary,hosted.Availableforfreeforopensourceprojects","Ruby","MySQL","2008",""
"Axosoft","AxosoftLLC","Proprietary,Saas","C#,.NET","SQLServer","2002",""
"AzureDevOpsServer(TeamFoundationServer)","Microsoft","Proprietary,Commercial",".NET","MSSQLServer2005&2008","2005",""
"Bugzilla","MozillaFoundation","MPL","Perl","MySQL,Oracle,PostgreSQL,SQLite","1998-09-19",""
"Debbugs","Debian","GPL","Perl","Flatfile,BerkeleyDBindexes","Between1994and1999",""
"Dolibarr","Dolibarrcommunity","GPL","PHP","MySQLorPostgreSQL","2018",""
"FaveoHelpdesk","LadybirdWebSolution","OpenSoftwareLicense","PHP","MySQL","2015",""
"FogBugz","Glitch","Proprietary,Saas","ASPonWindows,PHPonmacOS,FreeBSD,andLinux","SQLServer,MySQL","2000",""
"Fossil","D.RichardHipp","BSD","C","SQLite","2006",""
"FusionForge","Various(opensourcecontributors)","GPLv2","PHP","PostgreSQL","2009-02",""
"GLPI","INDEPNET","GPLv2","PHP","MySQL","2003-11-17",""
"GNATS","FreeSoftwareFoundation","GPL","C,WebFront-endInPerl","Textfileswithcustomdaemon/searchengine","1992",""
"HelixALM(akaTestTrack)","PerforceSoftware","Proprietary","C++,Qt5,JavaScript","Oracle,PostgreSQL,SQLServer,SQLite","1996",""
"HPQualityCenter","Hewlett-Packard,formerlyMercuryInteractive","Proprietary",".NET(client),Java(server)","Oracle,SQLServer","1995",""
"Jira","Atlassian","Proprietary.Freecommunitylicensesforopensourceandacademicprojects","Java","MySQL,PostgreSQL,Oracle,SQLServer","2002",""
"Launchpad","CanonicalLtd.","AGPL","JavaScript,Python","PostgreSQL","2004-01",""
"MantisBT","Various(opensourcecontributors)","GPL","PHP","MariaDB,MySQL,PostgreSQL,SQLServer(experimental),Oracle(experimental)","2000",""
"MicrosoftDynamicsCRM","Microsoft","Proprietary,Commercial",".NET","MicrosoftSQLServer","2003",""
"OpenProject","OpenProjectFoundatione.V.","GPL","Ruby,JavaScript","MySQL,PostgreSQL,MariaDB","2010",""
"org-mode","CarstenDominik","GPL","Emacs","Flatfile","2003",""
"OTRS","OTRS","AGPL","Perl,JavaScript","MySQL,PostgreSQL,Oracle,SQLServer","2002",""
"Phabricator","Facebook","ApacheLicense","PHP","","2010",""
"PivotalTracker","PivotalLabs","Proprietary,freeversionforpublicprojects,non-profitsandacademicinstitutions","Ruby","RubyonRails,MySQL,Memcached","2008",""
"Redmine","Jean-PhilippeLang","GPLv2","Ruby","MySQL,PostgreSQL,SQLite","2006",""
"RequestTracker","BestPracticalSolutions,LLC","GPLv2","Perl","MySQL,PostgreSQL,Oracle,SQLite","1999-10-13",""
"Roundup","Ka-PingYee,RichardJones","MITlicense(ZPLv2.0forthetemplatesystem)","Python","SQLite,MySQL,PostgreSQL,BerkeleyDB","2001",""
"StarTeam","originallyStarbaseCorporation,currentlyBorland","Proprietary","C++,Java,etc.","SQLServerrecommended,Oracle,DB2supported","Unknown",""
"Supportworks","HornbillSystems","Proprietary","C++andPHP","SQLServer,MySQL,Oracle,Sybase","1994",""
"SysAid","SysAidTechnologies","Proprietary","C#,Java","Derby,MicrosoftSQLServer,MySQL,Oracle","2002",""
"Trac","EdgewallSoftware","NewBSD","Python","SQLite,PostgreSQL,MySQL","2006-10-01",""
"TrackerSuite.Net","AutomationCentre","Proprietary","C#","SQLServer,SQLServerExpress","2006",""
"Trello","Atlassian","Saas","Node.js","MongoDB","2011",""
"Tuleap","enalean","GPLv2","php","LAMP,MySQL","2011",""
"Twproject","OpenLab","Proprietary,somepartsLGPL","Java","allrelational(usesHibernate)","2003",""
"Wrike","Wrike,Inc.","Proprietary,hosted","Java","PostgreSQL","2006",""
"YouTrack","JetBrainss.r.o.","Proprietary,stand-aloneandhosted,freeversion,freeforopensourceprojects","Java","JavaScriptandKotlin","2009",""
"Zammad","ZammadGmbH","AGPL","Ruby","MySQL,PostgreSQL","2016"
"System","Creator","License","Implementationlanguage(s)","Backend","Launchdate","Refs"
