"Program","Comicbook","PDF","BMP","JPEG","PNG","TIFF","GIF","PSD","Othergraphicsfileformats"
"ACDSee","","","BMP","JPEG","PNG","TIFF","GIF","PSD","ACDSeereads9compressionformatsandwritesto2,reads33videoformats,andsupports61imageformatsandwritesto16,includingEMF,PCX,PIC,PICT,PSD,PSP,SGI,TGA,WMF,XBM,variouscameraformatsamongothers"
"AdobeBridge","","","","","","","","","DisplaysallfiletypessupportedbyAdobeCreativeSuite"
"Aperture","","PDF","","JPEG","PNG","TIFF","GIF","PSD","PSD,OLY,Variousvideoformatsincluding:AVI,MOV,MPEG"
"CDisplay","CBZ,CBR,CBT,CBA","","BMP","JPEG","PNG","","GIF","",""
"digiKam","","","BMP","JPEG","PNG","TIFF","GIF","","JPEG2000,PCX,WMF,PNM,PPM,XCF,XPM,PGX,MPEG,MPO,MPE,AVI,MOV,ASF,PGF"
"EyeofGNOME","","","BMP","JPEG","PNG","TIFF","GIF","","PNM,RAS,ICO,XPM,SVG"
"F-Spot","","","","JPEG","PNG","TIFF","GIF","","PPM,SVG"
"FastPictureViewer","","","BMP","JPEG","PNG","TIFF","","PSD","HDPhoto,HDP,WDP,JPEGXR(+RLE,DIB,ICO,MTIFFintheregisterededition,aswellasDjVu,TGA,PSD,HDR,DDS,EXR,J2K,PNM,PBM,PGM,PBM,LRPREV,JPSthroughadditionalWICcodecsfromtheoptionalFastPictureViewerCodecPackorfrom3rdparties)"
"FastStoneImageViewer","","","BMP","JPEG","PNG","TIFF","GIF","PSD","loadingof:JPEG2000,PCX,WMF,ICO,CUR,TGA,CRW,FAX,JFIF,HEIC,WEBPsavingto:BMP,GIF,JPEG,JPEG2000,PCX,PNG,PPM,TGA,TIFF,PDF"
"Geeqie","","PDF","BMP","JPEG","PNG","TIFF","GIF","PSD","ANI,APM,CUR,ICNS,ICO,JP2/JPC/JPX/J2K/JPF,JPS,MPO,PCX,PBM/PGM/PNM/PPM,QIF/QTIF(QuickTimeImageFormat),RAS(SunRaster),SVG/SVGZ,TGA/TARGA,WBMP,WMF,XBM,XPM"
"Gonvisor","CBZ,CBR,CBA,CB7","PDF","BMP","JPEG","PNG","","GIF","","Opensimagescontainedinrar,zip,aceand7zipfiles."
"GraphicConverter","","PDF","BMP","JPEG","PNG","TIFF","GIF","PSD","190typesread,79typessaved"
"gThumb","","","BMP","JPEG","PNG","TIFF","GIF","",""
"Gwenview","","","BMP","JPEG","PNG","TIFF","GIF","PSD","MNG,SVG,XCF,RAW(NEF),etc."
"iPhoto","","","","JPEG","PNG","","GIF","PSD","RAW(AllQuickTimesupportedimages),PSD(Leopard),AVI(Leopard),MOV(Leopard)"
"IrfanView","","PDF","BMP","JPEG","PNG","TIFF","GIF","PSD","~70typesincluding:AIF,ANI/CUR,ASF,AU/SND,AVI,B3D,DIB,CAM(CasioJPG),CLP,DDS,Dicom/ACR,DJVU,ECW,EMF/WMF,EPS/PS,FITS,FlashPix(FPX),FSH,G3,HDR,ICO/ICL/EXE/DLL,IFF/LBM,IMG(GEM),JPEG2000,JPM,KDC,LDF,LWF,MED,MID/RMI,MNG/JNG,MOV,MP3,MPG,MrSID,NLM/NOL/NGG,OGG,PBM/PGM/PPM,PCX/DCX,PhotoCD,PIC,PSD,PSP,RAS/SUN,RAW,RealAudio(RA),RLE,SFF,SFW,SGI/RGB,SWF(Flash/Shockwave),TGA,TTF,TXT,WAD,WAL,WAV,WBMP,WBZ/WBC,XBM,XPM,CADformats.Partialsupport:MOV,QTIF,MacPICT,FLI/FLC,SVG.Notethatsomemodesdon'tdisplaylargeanimatedGIFfilesentirely(forexampletheSlideshowmode)."
"KSquirrel","","","","","","","","","51types"
"KPhotoAlbum","","","","","","","","","PhotoformatssupportedbyKDE;AVI,MPEG,RAW"
"Lphoto","","","","","","","","","iPhotoClone"
"PhaseOneMediaPro","","PDF","","JPEG","PNG","TIFF","GIF","PSD","Supportsover100fileformatsforimages,videosanddocuments,including:PSD,IIQ,CR,EIP,DOC"
"Picasa","","","BMP","JPEG","PNG","TIFF","GIF","","8typesincludingTGA,RAW,andsomemovieformats"
"Preview","","PDF","BMP","JPEG","PNG","TIFF","GIF","","AllQuickTimeimages:"
"Shotwell","","","","JPEG","PNG","TIFF","GIF","","RAWandsomevideoformats"
"STDUViewer","","PDF","BMP","JPEG","PNG","TIFF(multipage)","GIF","PSD","TXT,EMF,WMF,DjVu,XPS"
"WindowsPhotoViewer","","","BMP","JPEG","PNG","TIFF","GIF","","WMF,EMF,ICO"
"XnViewandXnViewMP","","PDF","BMP","JPEG(IPTC&Exif)","PNG","TIFF(multipage)","GIF","PSD","readsover500formats,including:FAX,EPS,WMF,DICOM,DPX;writesabout75formats"
"Xv","","","BMP","JPEG","PNG(withpatch)","TIFF","GIF","","PBM,PGM,PPM,XPM,SunRasterfile,Targa,RGB,PCX,FITS,PM,PostScript"
"ZonerPhotoStudio","","","BMP","JPEG","PNG","TIFF","GIF/aGIF","","HDP/WDP,PSD,PSB,PSP/PSPIMAGE,DIB/RLE,J2K/JPC/JP2,PAM,PBM,PGM,PNM,PCD,PCX,WBMP/WBM,TGA,ICO,MAC,WPG,BMI,MDM,THN,DCM,stereopictures:JPS,PNS,BMS."
"Program","Comicbook","PDF","BMP","JPEG","PNG","TIFF","GIF","PSD","Othergraphicsfileformats"
